Text;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Created-At;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id
"?? AMAZON-CA : EVGA GeForce X 3090 FTW3 ULTRA GAMING- C$2595

Link: 

ATC: 

amazon-ca | evga | rtx3090 | ad

TS: 1648712101458";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 09:35:01;;;,0;1509434072778620000,0
"Amazon US: 
Gigabyte GeForce X 3090 EAGLE OC 24G Graphics Card, 3x WINDFORCE Fans, 24GB...

rtx3090 geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 09:30:29;;;,0;1509432931303010000,0
"Amazon CA: 
ASUS Phoenix NVIDIA GeForce GTX 1650 OC Edition Gaming Graphics Card (PCIe 3.0...

gtx1650 geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 09:00:43;;;,0;1509425438849910000,0
"Amazon CA: 
ASUS TUF Gaming 3 AMD Radeon RX 5600 XT TOP Edition Gaming Graphics Card (PCIe...

rx5600xt 5600xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 08:00:35;;;,0;1509410309236300000,0
"Amazon US: 
Sapphire Technology Pulse AMD Radeon RX 6700 XT

rx6700xt 6700xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 08:00:05;;;,0;1509410183767900000,0
"Amazon CA: 
Sapphire Technology 11293-09-20G Radeon PULSE RX 5700 XT BE 8GB GDDR6 HDMI / Triple...

rx5700xt 5700xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 07:30:28;;;,0;1509402727020990000,0
"Amazon US: 
ZOTAC Gaming GeForce X 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0...

rtx3060ti 3060ti geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 07:30:05;;;,0;1509402632812740000,0
"?? EVGAB-CA : EVGA GeForce X 3070 FTW3 ULTRA GAMING LHR- C$709.99

Link: 

evgab-ca | evga | rtx3070 | ad

TS: 1648703013331";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 07:03:33;;;,0;1509395954377580000,0
"Amazon US: 
Sapphire Technology 11308-01-20G Nitro+ AMD Radeon RX 6900 XT PCIe 4.0 Gaming...

rx6900xt 6900xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 06:30:33;;;,0;1509387649882250000,0
"?? EVGAB-CA : EVGA GeForce X 3070 FTW3 ULTRA GAMING LHR- C$709.99

Link: 

evgab-ca | evga | rtx3070 | ad

TS: 1648696563240";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 05:16:03;;;,0;1509368900697440000,0
"?? EVGAB-CA : EVGA GeForce X 3090 FTW3 ULTRA HYBRID GAMING- C$1899.99

Link: 

evgab-ca | evga | rtx3090 | ad

TS: 1648696329558";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 05:12:09;;;,0;1509367920564090000,0
"Amazon US: 
EVGA GeForce X 2060 KO Ultra Gaming, 6GB GDDR6, Dual Fans, Metal Backplate...

rtx2060 geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 04:00:33;;;,0;1509349903042060000,0
"More EVGA cards left


use code: QBM9H9IJDB1BVIN
save $$";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:48:48;;;,0;1509346946225430000,0
 You love to see it!;lateforpete;1434570254756110000,0;GPUStock;1345742988383820000,0;en;"<a href=""";2022-03-31 03:44:12;;;,0;1509345786957510000,0
"?? EVGAB-CA : EVGA GeForce X 3080 FTW3 ULTRA GAMING- C$909.99

Link: 

evgab-ca | evga | rtx3080 | ad

TS: 1648690924059";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:42:04;;;,0;1509345248278980000,0
"?? EVGAB-CA : EVGA GeForce X 3070 XC3 ULTRA GAMING- C$649.99

Link: 

evgab-ca | evga | rtx3070 | ad

TS: 1648690924048";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:42:04;;;,0;1509345248245420000,0
"?? EVGAB-CA : EVGA GeForce X 3070 XC3 ULTRA GAMING LHR- C$649.99

Link: 

evgab-ca | evga | rtx3070 | ad

TS: 1648690924043";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:42:04;;;,0;1509345248199300000,0
"?? EVGAB-CA : EVGA GeForce X 3070 XC3 BLACK GAMING- C$599.99

Link: 

evgab-ca | evga | rtx3070 | ad

TS: 1648690924021";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:42:04;;;,0;1509345248178280000,0
"?? EVGAB-CA : EVGA GeForce X 3060 XC GAMING- C$419.99

Link: 

evgab-ca | evga | rtx3060 | ad

TS: 1648690923978";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:42:04;;;,0;1509345248002130000,0
"?? EVGAB-CA : EVGA GeForce X 3060 Ti FTW3 ULTRA GAMING- C$529.99

Link: 

evgab-ca | evga | rtx3060ti | ad

TS: 1648690923984";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:42:04;;;,0;1509345247968570000,0
"?? EVGAB-CA : EVGA GeForce X 3070 FTW3 ULTRA GAMING LHR- C$709.99

Link: 

evgab-ca | evga | rtx3070 | ad

TS: 1648690923935";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:42:03;;;,0;1509345247729530000,0
"?? EVGAB-CA : EVGA GeForce X 3090 FTW3 ULTRA HYBRID GAMING- C$1899.99

Link: 

evgab-ca | evga | rtx3090 | ad

TS: 1648690690030";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:38:10;;;,0;1509344266837180000,0
"?? EVGAB-CA : EVGA GeForce X 3080 FTW3 ULTRA GAMING LHR- C$909.99

Link: 

evgab-ca | evga | rtx3080 | ad

TS: 1648690690010";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:38:10;;;,0;1509344266631450000,0
"?? EVGAB-CA : EVGA GeForce X 3080 Ti XC3 GAMING- C$1189.99

Link: 

evgab-ca | evga | rtx3080ti | ad

TS: 1648690690013";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:38:10;;;,0;1509344266602050000,0
"?? EVGAB-CA : EVGA GeForce X 3080 XC3 GAMING- C$849.99

Link: 

evgab-ca | evga | rtx3080 | ad

TS: 1648690689992";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:38:10;;;,0;1509344266522350000,0
"?? EVGAB-CA : EVGA GeForce X 3080 XC3 ULTRA GAMING LHR- C$869.99

Link: 

evgab-ca | evga | rtx3080 | ad

TS: 1648690689977";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:38:10;;;,0;1509344266438560000,0
"?? EVGAB-CA : EVGA GeForce X 3080 XC3 ULTRA GAMING- C$869.99

Link: 

evgab-ca | evga | rtx3080 | ad

TS: 1648690689972";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:38:10;;;,0;1509344266421740000,0
"?? EVGAB-CA : EVGA GeForce X 3090 KINGPIN HYBRID GAMING- C$2099.99

Link: 

evgab-ca | evga | rtx3090 | ad

TS: 1648690689957";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:38:10;;;,0;1509344266417490000,0
"?? EVGAB-CA : EVGA GeForce X 3090 XC3 ULTRA GAMING- C$1599.99

Link: 

evgab-ca | evga | rtx3090 | ad

TS: 1648690539311";Kings RTX Stock;1345742988383820000,0;;-1,0;en;"<a href=""";2022-03-31 03:35:39;;;,0;1509343634507850000,0
"Amazon US: 
ZOTAC Gaming GeForce X™ 3070 Ti AMP Holo 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0...

rtx3070ti 3070ti geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 03:30:05;;;,0;1509342233144740000,0
"Amazon US: 
GIGABYTE AORUS Radeon RX 6900 XT Master 16G Graphics Card, MAX-Covered Cooling...

rx6900xt 6900xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 03:00:32;;;,0;1509334798023680000,0
"Amazon US: 
PowerColor AMD Radeon™ RX 6900 XT Gaming Graphics Card with 16GB GDDR6 Memory...

rx6900xt 6900xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 02:30:34;;;,0;1509327256463810000,0
"Amazon US: 
MSI Gaming Radeon RX 6700 XT 192-bit 12GB GDDR6 DP/HDMI Dual Torx 4.0 Fans FreeSync...

rx6700xt 6700xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 02:00:05;;;,0;1509319586637930000,0
"Amazon CA: 
ASRock Phantom Gaming D Radeon RX 570 DirectX 12 RX570 4G 4GB 256-Bit GDDR5 PCI...

rx570 radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 01:30:35;;;,0;1509312161264370000,0
"Amazon US: 
GIGABYTE GeForce X 3080 Ti Gaming OC 12G Graphics Card, 3X WINDFORCE Fans, 12GB...

rtx3080ti 3080ti geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 01:30:08;;;,0;1509312048567660000,0
"Amazon US: 
Gigabyte Gv-N1660OC-6GD GeForce GTX 1660 OC 6G Graphics Card, 2X Windforce Fans...

gtx1660 geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 01:00:06;;;,0;1509304490788280000,0
"Amazon US: 
GIGABYTE Radeon RX 580 Gaming 8GB Graphic Cards GV-RX580GAMING-8GD REV2.0

rx580 radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 00:30:26;;;,0;1509297021760510000,0
"Amazon CA: 
Sapphire 11293-05-40G Radeon NITRO+ RX 5700 XT 8GB GDDR6 Dual HDMI / Dual DP OC...

rx5700xt 5700xt radeon gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-31 00:00:24;;;,0;1509289467257010000,0
"Amazon US: 
GIGABYTE GeForce X 3080 Ti Vision OC 12G Graphics Card, 3X WINDFORCE Fans, 12GB...

rtx3080ti 3080ti geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-30 23:30:27;;;,0;1509281929656660000,0
"Amazon US: 
...

rtx3060 geforce gpustock gpualert cryptomining mining crypto";GPU Stock Updater;1483457332478680000,0;;-1,0;en;"<a href=""";2022-03-30 23:00:07;;;,0;1509274294605520100,0
